Date,Close
11/9/2018 16:00,58.54
11/12/2018 16:00,57.77
11/13/2018 16:00,58.9
11/14/2018 16:00,59.24
11/15/2018 16:00,59.85
11/16/2018 16:00,59.96
11/19/2018 16:00,59.05
11/20/2018 16:00,59.88
11/21/2018 16:00,60.04
11/23/2018 13:00,60.75
11/26/2018 16:00,61.4
11/27/2018 16:00,60.55
11/28/2018 16:00,61.94
11/29/2018 16:00,60.73
11/30/2018 16:00,60.29
12/3/2018 16:00,61.08
12/4/2018 16:00,58.3
12/6/2018 16:00,58.9
12/7/2018 16:00,56.73
12/10/2018 16:00,56.35
12/11/2018 16:00,56.07
12/12/2018 16:00,56.52
12/13/2018 16:00,56.59
12/14/2018 16:00,56.33
12/17/2018 16:00,56.34
12/18/2018 16:00,56.21
12/19/2018 16:00,55.01
12/20/2018 16:00,49.79
12/21/2018 16:00,47.86
12/24/2018 13:00,46.21
12/26/2018 16:00,47.5
12/27/2018 16:00,48.13
12/28/2018 16:00,48.68
12/31/2018 16:00,49.3
1/2/2019 16:00,49.85
1/3/2019 16:00,47.37
1/4/2019 16:00,50.05
1/7/2019 16:00,50.64
1/8/2019 16:00,51.9
1/9/2019 16:00,51.99
1/10/2019 16:00,52.29
1/11/2019 16:00,52.4
1/14/2019 16:00,52.2
1/15/2019 16:00,52.92
1/16/2019 16:00,52.73
1/17/2019 16:00,53.54
1/18/2019 16:00,54.88
1/22/2019 16:00,54.52
1/23/2019 16:00,54.27
1/24/2019 16:00,55.02
1/25/2019 16:00,55.51
1/28/2019 16:00,56.4
1/29/2019 16:00,56.26
1/30/2019 16:00,57.43
1/31/2019 16:00,57.58
2/1/2019 16:00,57.71
2/4/2019 16:00,58.18
2/5/2019 16:00,58.56
2/6/2019 16:00,58.31
2/7/2019 16:00,56.96
2/8/2019 16:00,56.63
2/11/2019 16:00,56.82
2/12/2019 16:00,56.57
2/13/2019 16:00,57.05
2/14/2019 16:00,57.1
2/15/2019 16:00,57.25
2/19/2019 16:00,58.3
2/20/2019 16:00,58.85
2/21/2019 16:00,58.27
2/22/2019 16:00,58.82
2/25/2019 16:00,58.57
2/26/2019 16:00,58.25
2/27/2019 16:00,57.68
2/28/2019 16:00,57.76
3/1/2019 16:00,57.84
3/4/2019 16:00,56.56
3/5/2019 16:00,57.11
3/6/2019 16:00,56.15
3/7/2019 16:00,55.38
3/8/2019 16:00,54.97
3/11/2019 16:00,55.43
3/12/2019 16:00,55.26
3/13/2019 16:00,56.09
3/14/2019 16:00,56.43
3/15/2019 16:00,56.61
3/18/2019 16:00,57.35
3/19/2019 16:00,57.12
3/20/2019 16:00,56.53
3/21/2019 16:00,57.26
3/22/2019 16:00,56.42
3/25/2019 16:00,56.65
3/26/2019 16:00,51.71
3/27/2019 16:00,50.66
3/28/2019 16:00,50.34
3/29/2019 16:00,50.72
4/1/2019 16:00,52.19
4/2/2019 16:00,52.37
4/3/2019 16:00,53.19
4/4/2019 16:00,53.1
4/5/2019 16:00,53.07
4/8/2019 16:00,52.51
4/9/2019 16:00,51.9
4/10/2019 16:00,52.27
4/11/2019 16:00,52.47
4/12/2019 16:00,53.57
4/15/2019 16:00,53.74
4/16/2019 16:00,54.8
4/17/2019 16:00,54.54
4/18/2019 16:00,53.63
4/22/2019 16:00,53.07
4/23/2019 16:00,53.75
4/24/2019 16:00,53.73
4/25/2019 16:00,53.83
4/26/2019 16:00,54.42
4/29/2019 16:00,54.43
4/30/2019 16:00,54.86
